オーダー番号,ステータス,支払方法,オーダー日,決済完了日,発送開始時期,発送終了時期,発送完了日,アイテム名,種類,品番,バーコード,個数,小計,配送料,販売タイプ,販売サイクル,クーポン名,クーポン割引額,ディスカウント割引額,ディスカウント率,まとめて割,セット割,代引き手数料,ギフトラッピング,ラッピング手数料,合計,内消費税,合計(10%),内消費税(10%),合計(8%),内消費税(8%),決済手数料,決済手数料率,氏(配送先),名(配送先),郵便番号(配送先),都道府県(配送先),住所(配送先),電話番号(配送先),お届け希望日,お届け希望時間,氏(購入者),名(購入者),郵便番号(購入者),都道府県(購入者),住所(購入者),電話番号(購入者),メールアドレス,領収書宛名,備考,メモ,原価
4360205841,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020319,東京都,千代田区平河町無番地,226,,,木内,貴士,1020319,東京都,千代田区平河町無番地,226,T3000249@city-chiyoda.ed.jp,,3F 227,,
4360205842,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020320,東京都,千代田区平河町無番地,227,,,木内,貴士,1020320,東京都,千代田区平河町無番地,227,T3000250@city-chiyoda.ed.jp,,3F 228,,
4360205843,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020321,東京都,千代田区平河町無番地,228,,,木内,貴士,1020321,東京都,千代田区平河町無番地,228,T3000251@city-chiyoda.ed.jp,,3F 229,,
4360205844,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020322,東京都,千代田区平河町無番地,229,,,木内,貴士,1020322,東京都,千代田区平河町無番地,229,T3000252@city-chiyoda.ed.jp,,3F 230,,
4360205845,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020323,東京都,千代田区平河町無番地,230,,,木内,貴士,1020323,東京都,千代田区平河町無番地,230,T3000253@city-chiyoda.ed.jp,,3F 231,,
4360205846,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020324,東京都,千代田区平河町無番地,231,,,木内,貴士,1020324,東京都,千代田区平河町無番地,231,T3000254@city-chiyoda.ed.jp,,3F 232,,
4360205847,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020325,東京都,千代田区平河町無番地,232,,,木内,貴士,1020325,東京都,千代田区平河町無番地,232,T3000255@city-chiyoda.ed.jp,,3F 233,,
4360205848,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020326,東京都,千代田区平河町無番地,233,,,木内,貴士,1020326,東京都,千代田区平河町無番地,233,T3000256@city-chiyoda.ed.jp,,3F 234,,
4360205849,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020327,東京都,千代田区平河町無番地,234,,,木内,貴士,1020327,東京都,千代田区平河町無番地,234,T3000257@city-chiyoda.ed.jp,,3F 235,,
4360205850,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020328,東京都,千代田区平河町無番地,235,,,木内,貴士,1020328,東京都,千代田区平河町無番地,235,T3000258@city-chiyoda.ed.jp,,3F 236,,
4360205851,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020329,東京都,千代田区平河町無番地,236,,,木内,貴士,1020329,東京都,千代田区平河町無番地,236,T3000259@city-chiyoda.ed.jp,,3F 237,,
4360205852,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020330,東京都,千代田区平河町無番地,237,,,木内,貴士,1020330,東京都,千代田区平河町無番地,237,T3000260@city-chiyoda.ed.jp,,3F 238,,
4360205853,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020331,東京都,千代田区平河町無番地,238,,,木内,貴士,1020331,東京都,千代田区平河町無番地,238,T3000261@city-chiyoda.ed.jp,,3F 239,,
4360205854,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020332,東京都,千代田区平河町無番地,239,,,木内,貴士,1020332,東京都,千代田区平河町無番地,239,T3000262@city-chiyoda.ed.jp,,3F 240,,
4360205855,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020333,東京都,千代田区平河町無番地,240,,,木内,貴士,1020333,東京都,千代田区平河町無番地,240,T3000263@city-chiyoda.ed.jp,,3F 241,,
4360205856,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020334,東京都,千代田区平河町無番地,241,,,木内,貴士,1020334,東京都,千代田区平河町無番地,241,T3000264@city-chiyoda.ed.jp,,3F 242,,
4360205857,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020335,東京都,千代田区平河町無番地,242,,,木内,貴士,1020335,東京都,千代田区平河町無番地,242,T3000265@city-chiyoda.ed.jp,,3F 243,,
4360205858,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020336,東京都,千代田区平河町無番地,243,,,木内,貴士,1020336,東京都,千代田区平河町無番地,243,T3000266@city-chiyoda.ed.jp,,3F 244,,
4360205859,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020337,東京都,千代田区平河町無番地,244,,,木内,貴士,1020337,東京都,千代田区平河町無番地,244,T3000267@city-chiyoda.ed.jp,,3F 245,,
4360205860,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020338,東京都,千代田区平河町無番地,245,,,木内,貴士,1020338,東京都,千代田区平河町無番地,245,T3000268@city-chiyoda.ed.jp,,3F 246,,
4360205861,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020339,東京都,千代田区平河町無番地,246,,,木内,貴士,1020339,東京都,千代田区平河町無番地,246,T3000269@city-chiyoda.ed.jp,,3F 247,,
4360205862,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020340,東京都,千代田区平河町無番地,247,,,木内,貴士,1020340,東京都,千代田区平河町無番地,247,T3000270@city-chiyoda.ed.jp,,3F 248,,
4360205863,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020341,東京都,千代田区平河町無番地,248,,,木内,貴士,1020341,東京都,千代田区平河町無番地,248,T3000271@city-chiyoda.ed.jp,,3F 249,,
4360205864,未発送,クレジットカード,1/11/2024 15:46,1/11/2024 15:46,,,,MONO消しゴム,中サイズ,,,2,160,0,物販,,,,,,,,0,,0,160,14,160,14,,,8,5,木内,貴士,1020342,東京都,千代田区平河町無番地,249,,,木内,貴士,1020342,東京都,千代田区平河町無番地,249,T3000272@city-chiyoda.ed.jp,,3F 250,,
